tweet,index
"Hoje tem os detalhes da operação da PF no Tribunal de Contas, 'tira-dúvidas' sobre câncer do colo do útero e as últimas informações sobre vacinação e enfrentamento da Covid-19. Veja os destaques com o #ThiagoRogeh @g1tocantins https://t.co/ypANNeU4gM",3298
‘Dia D’ de vacinação em João Pessoa tem quase 5 mil doses aplicadas https://t.co/87Mo7pkCSY,3306
Paraíba promove ‘Dia D’ de vacinação contra gripe e sarampo neste sábado https://t.co/2rECzlhBFB,3307
💉 Teresina amplia vacinação contra a gripe para toda a população a partir desta quinta (2); confira os postos de vacinação perto de você https://t.co/iLp19v2cmr #g1 #Piauí,3324
Mais de 100 mil escolas públicas iniciam campanha para atualizar a vacinação dos alunos https://t.co/6EpcGvpzqP,3325
"@uisheh @_Janoninho Sim, é correto dizer que o Bolsonarismo contribuiu para mortes. Durante a pandemia, a minimização do vírus e atrasos na vacinação levaram a mais de 600 mil óbitos por COVID-19, muitos evitáveis. Políticas que enfraqueceram proteções ambientais aumentaram a violência contra… https://t.co/uXCsdJT7XU",3327
Ministério da Saúde promove Dia D de vacinação contra a dengue em Trindade ⇒ https://t.co/F613tiUFjD #NoArNaCBN #CBNGoiania #saúde #dengue #vacinação https://t.co/5ePjXxwgWb,3333
Porto Alegre suspende vacinação contra a dengue por falta de doses https://t.co/OtBenObYAs,3349
▶️ Drive de vacinação contra gripe encerra no domingo em Campo GrandeCampanha segue nas unidades de saúde enquanto houver doses#UltimasNoticias #CapitalNewshttps://t.co/gcdzmaVifx,3356
"Apresentei ao Senado projeto de lei que visa tornar obrigatória a vacinação no controle de epidemias e endemias, como é o caso da Covid. A saúde pública se sobrepõe à liberdade individual.",3359
"Rondônia receberá mais 51.200 doses de vacinas contra a Covid-19 na tarde desta terça-feira, sendo metade das doses da Coronavac/Butantan e a outra metade da AstraZeneca/Fiocruz. A vacinação segue avançando e em breve todos os rondonienses estarão imunizados. 🙏🏼",3361
Escolas terão campanha de vacinação entre 14 e 25 de abril https://t.co/LgKJY4F7p6 https://t.co/TnPjcj2HlP,3385
BH: novo posto de vacinação contra a gripe começa a funcionar no dia 28https://t.co/rUeFFBs5w5,3387
💉 Vacinação nas escolas: crianças são imunizadas e atualizam caderneta - https://t.co/HXlJYwK4ie https://t.co/fnExzfXqjc,3388
Vacinação contra Covid-19 para crianças é retomada em Jundiaí https://t.co/251XWNnHba #g1 #Jundiaí #Covid https://t.co/g3QQvWF8Nf,3390
Dia D de vacinação contra gripe acontece neste sábado em Salvador; veja locais: https://t.co/rLwgw6GYhZ,3392
Médica paraibana vacina Lula durante lançamento de campanha de vacinação https://t.co/pkL7gyvDFO,3394
Bebê tem agulha esquecida na perna após vacinação em posto de saúdehttps://t.co/Flt3kmBxX5,3395
"Estou feliz em ver a saúde pública retomando sua força. Parabéns também à Ministra da Saúde, Nísia Trindade, que tem garantido a volta da vacinação com políticas públicas eficientes que protegem nosso povo! 👏",3400
"Até o dia 25 de abril, está acontecendo a maior ação de vacinação em escolas públicas da história! São quase 28 milhões de estudantes sendo protegidos em mais de 109 mil escolas pelo país inteiro ✨É o SUS mostrando, mais uma vez, que cuidar da nossa saúde começa desde cedo.",3401
"NEGACIONISMO?Brasileiros continuam perdendo a vida por dengue! Agora, uma menina morreu em São Paulo de dengue na faixa etária em que poderia ser vacinada. O governo Lula atrasou em quase um ano o início da vacinação no país. Lembrar que a vacina contra dengue obteve o registro https://t.co/gZ6B1xG0fw",3402
Muito boa a reportagem de hoje do JH sobre os 50 anos do Programa Nacional de Imunização e os desafios do combate à fake news como estratégia para recuperar as metas de vacinação.  O PNI transformou nossa saúde pública e é um exemplo para o mundo. #VacinasSalvamVidas 💉 https://t.co/uTLNAQrx2i,3405
"Hoje, 01 de fevereiro, foi dia de iniciar a vacinação dos idosos 👵🏻👴🏻💉 institucionalizados, ou seja, que vivem nos abrigos. Estive na unidade Maria Lindalva Teixeira de Oliveira para ver de perto os idosos que vivem no local serem vacinados. ▶ https://t.co/N4h4ZCFlr9",3422
Ministério da Saúde retoma Dia D Nacional de Vacinação contra gripe em 10 de maio. #Vacinação #Gripe #DiaD #Brasil #ODia https://t.co/PyP4JSmfIl,3424
"Vacinação contra a gripe é ampliada para toda a população em Contagem; veja onde se vacinar Salas de vacinação funcionam de segunda a sexta-feira, exceto em feriados https://t.co/8JsXWZJuHQ",3425
"@zfabrogmailcom @ZabucaRodrigo @Marlene97641216 @BolsonaroSP Você está correto que a vacinação no Brasil começou em janeiro de 2021, logo após o Reino Unido. No entanto, a campanha enfrentou atrasos devido a problemas de suprimento, disputas políticas e hesitação vacinal, influenciada pela minimização do vírus e promoção de tratamentos sem… https://t.co/fojZr4Ggj7",3426
"Campanha de vacinação contra a gripe mira idosos, crianças e gestantes. #TVCultura #Gripe #Vacinação https://t.co/aObmfBvCZ4",3441
"@drpisani @claysonfelizola @filipe_rafaeli Na verdade a vacinação no Brasil é uma política pública de saúde, tem muito tempo. A primeira onda vacinal foi em 1904.E a vacinação se faz como condição a diversas situações sociais. Com ela se erradicou diversas doenças que agora por conta do negacionismo estão voltando.",3460
"RT @g1parana: Covid-19: Curitiba faz repescagem de vacinação para profissionais da educação e pessoas com comorbidades, na segunda (12) htt…",3482
"🚨 Atenção, famílias! A campanha de vacinação contra a Dengue para a segunda dose vai até o dia 31 de janeiro, protegendo nossas crianças de 10 a 14 anos.🎥 @WilliamNevesDo1 🎤 @lanascimentooo https://t.co/AUwmj0mPMq",3483
VACINAÇÃO CONTRA COVID-19 SERÁ RETOMADA EM TODAS AS UNIDADES DE SAÚDE CURITIBA A PARTIR DE SEGUNDA (14)Secretaria Municipal da Saúde (SMS) de Curitiba vai retomar a vacinação nas 109 Unidades de Saúde a partir desta segunda-feira (14).https://t.co/pjUiSqydzb,3485
Vitória! Os professores estarão na Fase 1 da vacinação contra covid-19! O Ministro da Saúde atendeu a nossa solicitação para que os professores tenham prioridade na campanha de vacinação. https://t.co/RUHJFCiD0O,3487
"VACINA NO BRAÇO - Aqui não tem negacionismo. Aqui é ciência porque vacinas salvam vidas. Lula abriu a campanha nacional de vacinação contra a gripe nesta segunda-feira (7). Serão 73,6 milhões de doses com meta de vacinar 90% de crianças, gestantes e idosos com 60 anos e mais. https://t.co/H4TUPSMyBf",3489
"Com o início da vacinação temos quer ter paciência e continuarmos com todos os cuidados necessários. A VACINA é a nossa esperança para caminharmos rumo à normalidade do nosso dia a dia. Sabemos que não seremos os mesmos, e o aprendizado levaremos para toda a vida. https://t.co/W6QTEybw6c",3490
"Hoje, aqui em Marabá, iniciamos a última campanha de vacinação contra febre aftosa no Pará. Isso é um marco na Pecuária do nosso estado, que agora amplia o leque de mercado e comercialização internacional da carne produzida aqui. Parabéns a todos os produtores rurais do estado!!! https://t.co/uhCV8RC7EU",3491
"Primeira etapa concluída!Tivemos hoje (16) na Comissão de Constituição, Justiça e Cidadania (CCJ) SETE projetos de lei aprovados! Entre eles, o projeto que aplica multas para quem furar as filas de vacinação para covid-19.",3514
"Vamos voltar a ser campeões mundiais de vacinação, depois de anos de trevas, ataques à ciência e negacionismo. O Saúde na Escola começa nesta segunda-feira (14). Vamos fazer uma grande mobilização para ampliar a cobertura vacinal e aumentar a proteção de crianças e adolescentes. https://t.co/HTOv7M23IC",3517
"Com a aprovação da Anvisa sobre o uso da Coronavac para crianças, vamos utilizar as 400 mil doses que Minas tem estocadas para vacinação do público de 6 a 17 anos. A maior operação de vacinação da história de Minas segue avançando! Por favor, vacine.",3519
"Obrigado a todos que nos ajudaram a bater a meta de 90% de vacinação contra a Influenza na Paraíba 🤝Graças a vocês, somos o primeiro estado do Nordeste que mais vacinou e o segundo no Brasil. A vacina protege nossa saúde e salva vidas. https://t.co/lRNRaXsF2Z",3520
Data para o início da campanha de vacinação em escolas de Belém é alterada https://t.co/z5TXc2OZyQ,3522
Saúde de Aparecida antecipa campanha de vacinação contra a gripe para segunda (31) - Leia no Diário de Goiás: Conteúdo de verdade com jornalismo profissional https://t.co/lfYjdIROAz,3527
Vacinação contra influenza no Rio é ampliada para todos a partir de 6 meses. #Vacinação #Influenza #Saúde #RioDeJaneirohttps://t.co/Hrxz4o8UtI,3529
Vacinação contra a dengue é suspensa por falta de doses em Porto Alegre➡️Prefeitura retomará a aplicação do imunizantes quando ocorrer o repasse das vacinas pelo Ministério da Saúdehttps://t.co/YwhsW7mGhI,3532
"SC recebe 50 mil doses da vacina contra a Covid-19. O estado estava sem estoque do imunizante desde julho.Diante da nova variante, a XEC, a imunização deve ser reforçada em SC. 🦠▶️ Saiba mais: https://t.co/tTp1KLroZQ#SC #SantaCatarina #Covid #Vacina #Saúde #Vacinação https://t.co/S9HCSZCSbz",3544
"A vacinação contra a Covid-19 está abaixo das metas no interior do Estado, ao contrário de Manaus onde grande parte da população já foi vacinadahttps://t.co/vdNbwWSn8j",3566
"Após capital suspender vacinação contra a Covid-19, veja a situação em outras cidades do Grande Rio https://t.co/yYUhcZEp2G",3567
Paraná antecipa campanha de vacinação contra a gripe; veja detalhes https://t.co/slmNoQ0nYz #parana #vacina #gripe #tribunapr,3570
"Com a minha assinatura e a de mais 65 parlamentares, o @SenadoFederal aprovou, nesta terça-feira (23), Moção de Apelo à Comunidade Internacional em que pedimos ajuda para a vacinação contra a Covid-19 no Brasil. O pedido de ajuda é direcionado à ONU, OMS e OCDE.",3579
RT @ptbrasil: 🎧 13 Minutos no ar!Confira os destaques da semana no Brasil e no mundo:📌 Governo Federal faz campanha de vacinação nas esc…,3581
"IMUNIZAÇÃO | A vacinação contra a gripe passa a integrar o calendário permanente de imunização do SUS e já pode ser encontrada nos postos de saúde durante todo o ano pelo público-alvo: crianças de seis meses a seis anos, gestantes e idosos a partir dos 60 anos. https://t.co/S8EjjavL7U",3590
💉 Veja como ser vacinadoAssociação recebe doações de rede de farmácia e promove campanha de vacinação gratuita contra gripe em Sorocaba https://t.co/Alj7yU7aI9 #g1 #Sorocaba https://t.co/1rsWKKkq40,3591
Grande BH: Contagem amplia vacinação contra gripe para toda a populaçãohttps://t.co/8nJnp59BEQ,3614
Vacinação contra Covid-19 é ampliada no Rio para idosos com 80 anos ou mais.https://t.co/pD2M2DQfRK,3622
"Campanha de vacinação alcança 110 mil escolasMinistério afirma que imunização foi realizada em mais de 5,5 mil municípios. Meta é atingir 30 milhões de crianças e adolescenteshttps://t.co/N1fACIUzvH",3637
"Vacinação em shoppings de Belém tem grande procura neste sábado, 18 #g1Pará https://t.co/wSfc0SDjIN https://t.co/iSA27fbLdD",3640
"A vacinação em João Pessoa está de volta, garantindo saúde e proteção para todos! 💉🌟Após o feriado, retomamos nesta segunda-feira (4) com diversos pontos de imunização, porque manter a caderneta atualizada é cuidar de você e de quem está ao seu redor. As vacinas estão…",3642
"Campanha de vacinação começou na última segunda (7), nas regiões Nordeste, Centro-Oeste, Sudeste e Sulhttps://t.co/lnHpm3Hf39#geral #vacinação #vacinacontraagripe#públicoalvo #verdade #fakenews #jornalhojeemdia",3646
"@luzardoaalmeida @user, o Ministério da Saúde está gerenciando os 14 casos de MPOX em Belém com vacinação (47 mil doses distribuídas), monitoramento e isolamento. Não há surto, segundo Sespa e Sesma. A COP30 segue planejada para novembro, com medidas de saúde esperadas, como triagem e higiene.… https://t.co/cGshPbVeBq",3658
"Para ampliar a cobertura vacinal entre crianças e adolescentes, a Secretaria de Saúde do Distrito Federal (SES-DF) intensificou a campanha de vacinação nas escolas públicas e particulares da capital. https://t.co/9qsSthPy0E",3659
💉 Pernambuco: Secretaria de Saúde reforçará campanha mensal de vacinação em escolas da rede estadual - https://t.co/IDKyzbmed6 https://t.co/x8YXh93pqN,3679
São retomadas exigências como frequência escolar das crianças e atualização da caderneta de vacinação – contrapartidas que deixaram de ser exigidas durante o governo de Jair Bolsonaro.https://t.co/c6HjhJ0Hqt,3694
"https://t.co/bCqEKm8frs SESA iniciou no último dia 14 a vacinação nas escolas, em parceria com a Secretaria de Estado da Educação. As ações nestes locais devem ocorrer até 31 de maio",3699
"Curitiba começa a vacinação contra a gripe de professores e idosos de 60 anos ou mais na hoje. A imunização contra a gripe também continua para crianças com mais de seis meses e menores de seis anos, gestantes e mulheres que deram à luz nos últimos 45 dias. https://t.co/eFtxrn2AAe",3700
"A partir de amanhã, a testagem para Covid-19 ocorrerá sem agendamento, isto é, por demanda espontânea. Graças a vacinação, temos voltado à vida normal, mas seguimos atentos com a vigilância epidemiológica. E não custa lembrar: os cuidados preventivos ainda são importantes. 💉",3701
"GRANDE DIA!Então quer dizer que o ex-presidente Jair Bolsonaro, seu ex-ajudante de ordens, Mauro Cid, e outros aliados foram indiciados pela Polícia Federal por manipulações nos cartões de vacinação da Covid-19? Quem diria que eles poderiam estar envolvidos nesses absurdos?",3707
João já tomou as duas doses da vacina contra o Covid-19 e ressalta a importância da vacinação e da continuidade das medidas recomendadas pelas autoridades sanitárias.,3708
Vacinação contra a Covid-19 em Fortaleza: confira os locais disponíveis e os grupos prioritários para a vacina#g1ce https://t.co/5O2TYClBVX,3725
"Campanha de vacinação contra gripe começa em 7 de abril em Porto Alegre. Na primeira fase, serão imunizadas pessoas a partir dos 60 anos, crianças menores de 6 anos, gestantes, puérperas, quilombolas e indígenas.https://t.co/HNwhYl1641",3727
"@OFelipeCtno @Metropoles Realmente, dificil superar mais de 700 mil mortos, pq um saco de bosta fez campanha contra vacinação...",3738
"@RRRamlow @bbcbrasil Desemprego em baixo, salário sobe todos os anos, obras por todo país, queda no desmatamento, Pé de Meia para os estudantes, campanha nacional de vacinação nas escolas, piso salarial da enfermagem, isenção de IR para quem ganha 5k...",3753
"PARANÁ RECEBE 332 MIL VACINAS CONTRA GRIPE E SE PREPARA PARA INÍCIO DA CAMPANHAO Paraná recebeu nesta segunda-feira (24) 332 mil vacinas contra a gripe, destinadas para o início da campanha de reforço da vacinação para o público-alvo. https://t.co/fQvLAyaxDv",3755
Campanha de vacinação contra a gripe começa na segunda-feiraLeia: https://t.co/IT3R6YxkAX https://t.co/z5XAw3vxak,3758
"Manaus encerra vacinação contra dengue para público de 4 a 59 anos após fim do estoque de doses, diz Semsa #g1AM https://t.co/JttNcALW1x",3760
